9	1317	0	340
10	1346	0	315
5	1399	0	333
6	1338	0	326
9	1352	0	309
13	1371	0	321
9	1322	0	321
11	1363	0	325
5	1347	0	338
11	1372	0	315
5	1350	0	324
7	1277	0	336
6	1286	0	351
6	1278	0	347
5	1305	0	346
11	1321	0	328
14	1311	0	347
6	1264	0	357
13	1315	0	316
10	1307	0	334
6	1336	0	316
7	1303	0	321
10	1249	0	337
9	1414	0	321
10	1315	0	335
8	1353	0	301
5	1282	0	334
11	1324	0	328
5	1364	0	321
10	1277	0	306
10	1305	0	315
5	1299	0	307
9	1293	0	336
5	1319	0	345
10	1267	0	337
10	1271	0	318
11	1349	0	299
11	1344	0	338
10	1392	0	307
6	1322	0	308
8	1325	0	316
5	1231	0	320
7	1275	0	312
8	1271	0	387
4	1319	0	372
10	1372	0	326
13	1326	0	310
11	1346	0	325
14	1293	0	312
11	1343	0	372
6	1345	0	302
10	1337	0	311
10	1334	0	315
12	1273	0	330
7	1319	0	304
9	1330	0	291
10	1296	0	331
5	1313	0	311
8	1290	0	329
9	1296	0	303
8	1278	0	328
13	1354	0	352
4	1441	0	338
3	1318	0	305
10	1332	0	309
8	1326	0	335
7	1274	0	334
15	1312	0	335
3	1328	0	312
5	1375	0	325
6	1309	0	327
9	1337	0	355
7	1359	0	338
3	1386	0	312
9	1301	0	354
7	1359	0	345
10	1241	0	329
10	1390	0	340
8	1306	0	318
8	1349	0	347
16	1386	0	341
6	1374	0	313
8	1324	0	325
13	1327	0	322
7	1325	0	347
7	1339	0	304
11	1314	0	331
8	1292	0	377
8	1309	0	343
5	1361	0	327
4	1362	0	326
8	1326	0	310
10	1333	0	350
12	1354	0	309
9	1290	0	308
15	1327	0	315
6	1384	0	311
7	1363	0	314
13	1386	0	332
8	1257	0	325
