595	9835	0
576	9845	0
595	9946	0
603	10020	0
604	9759	0
602	9805	0
561	9813	0
628	10010	0
590	9932	0
582	9993	0
559	9979	0
560	9941	0
594	10006	0
589	9932	0
595	10142	0
604	9977	0
616	9861	0
595	9908	0
622	10030	0
576	9944	0
577	10018	0
603	9971	0
584	10029	0
587	10066	0
605	10067	0
580	9920	0
586	9872	0
576	9916	0
595	9943	0
570	10120	0
634	9914	0
595	9996	0
649	9904	0
636	9834	0
608	10051	0
592	9954	0
577	10074	0
593	9984	0
546	10003	0
611	9788	0
620	9812	0
637	9935	0
659	9833	0
600	9996	0
593	10017	0
573	10047	0
621	9760	0
610	9914	0
587	10280	0
585	9978	0
595	9763	0
615	10161	0
568	9882	0
611	9894	0
570	9856	0
599	9966	0
576	9919	0
570	9766	0
612	9940	0
569	9976	0
550	9956	0
608	9939	0
576	10015	0
590	10001	0
628	10195	0
670	10001	0
556	9842	0
621	9963	0
583	9807	0
614	9851	0
626	9935	0
566	9990	0
593	9962	0
612	10016	0
588	9865	0
623	9929	0
643	9971	0
571	9826	0
619	9940	0
622	9995	0
616	9815	0
552	9792	0
607	10041	0
603	9890	0
581	9984	0
570	9828	0
597	9808	0
619	9785	0
630	9896	0
572	9981	0
603	9928	0
601	10007	0
619	9939	0
567	9997	0
628	9823	0
618	9871	0
574	9899	0
588	9983	0
626	9998	0
610	9939	0
